name,age,gender,language
audiomarkdata_eu_21652185.mp3,teens,female,Basque
audiomarkdata_eu_21701544.mp3,teens,female,Basque
audiomarkdata_eu_21651826.mp3,teens,female,Basque
audiomarkdata_eu_21735302.mp3,teens,female,Basque
audiomarkdata_eu_21652847.mp3,teens,female,Basque
audiomarkdata_eu_38740622.mp3,teens,female,Basque
audiomarkdata_eu_38741950.mp3,teens,female,Basque
audiomarkdata_eu_21701698.mp3,teens,female,Basque
audiomarkdata_eu_21746498.mp3,teens,female,Basque
audiomarkdata_eu_39554665.mp3,teens,female,Basque
audiomarkdata_eu_21689077.mp3,teens,female,Basque
audiomarkdata_eu_21701570.mp3,teens,female,Basque
audiomarkdata_eu_39468292.mp3,teens,female,Basque
audiomarkdata_eu_21749061.mp3,teens,female,Basque
audiomarkdata_eu_39566836.mp3,teens,female,Basque
audiomarkdata_eu_38632410.mp3,teens,female,Basque
audiomarkdata_eu_39566996.mp3,teens,female,Basque
audiomarkdata_eu_38769971.mp3,teens,female,Basque
audiomarkdata_eu_21701598.mp3,teens,female,Basque
audiomarkdata_eu_21652230.mp3,teens,female,Basque
audiomarkdata_eu_21689511.mp3,teens,female,Basque
audiomarkdata_eu_21689456.mp3,teens,female,Basque
audiomarkdata_eu_38816311.mp3,teens,female,Basque
audiomarkdata_eu_21745864.mp3,teens,female,Basque
audiomarkdata_eu_21689099.mp3,teens,female,Basque
audiomarkdata_eu_21689555.mp3,teens,female,Basque
audiomarkdata_eu_38742376.mp3,teens,female,Basque
audiomarkdata_eu_21735747.mp3,teens,female,Basque
audiomarkdata_eu_38831495.mp3,teens,female,Basque
audiomarkdata_eu_21746181.mp3,teens,female,Basque
audiomarkdata_eu_38768180.mp3,teens,female,Basque
audiomarkdata_eu_38816254.mp3,teens,female,Basque
audiomarkdata_eu_21749065.mp3,teens,female,Basque
audiomarkdata_eu_21652428.mp3,teens,female,Basque
audiomarkdata_eu_38644603.mp3,teens,female,Basque
audiomarkdata_eu_18559826.mp3,teens,female,Basque
audiomarkdata_eu_39249766.mp3,teens,female,Basque
audiomarkdata_eu_21733927.mp3,teens,female,Basque
audiomarkdata_eu_21689672.mp3,teens,female,Basque
audiomarkdata_eu_21735539.mp3,teens,female,Basque
audiomarkdata_eu_38768172.mp3,teens,female,Basque
audiomarkdata_eu_21735736.mp3,teens,female,Basque
audiomarkdata_eu_38770216.mp3,teens,female,Basque
audiomarkdata_eu_21735205.mp3,teens,female,Basque
audiomarkdata_eu_39456615.mp3,twenties,female,Basque
audiomarkdata_eu_39464065.mp3,twenties,female,Basque
audiomarkdata_eu_39445873.mp3,twenties,female,Basque
audiomarkdata_eu_39109101.mp3,twenties,female,Basque
audiomarkdata_eu_21836692.mp3,twenties,female,Basque
audiomarkdata_eu_39122111.mp3,twenties,female,Basque
audiomarkdata_eu_39454005.mp3,twenties,female,Basque
audiomarkdata_eu_21807689.mp3,twenties,female,Basque
audiomarkdata_eu_39275927.mp3,twenties,female,Basque
audiomarkdata_eu_39121656.mp3,twenties,female,Basque
audiomarkdata_eu_39464023.mp3,twenties,female,Basque
audiomarkdata_eu_39186683.mp3,twenties,female,Basque
audiomarkdata_eu_39453748.mp3,twenties,female,Basque
audiomarkdata_eu_39340242.mp3,twenties,female,Basque
audiomarkdata_eu_19524200.mp3,twenties,female,Basque
audiomarkdata_eu_39441338.mp3,twenties,female,Basque
audiomarkdata_eu_39371220.mp3,twenties,female,Basque
audiomarkdata_eu_21817390.mp3,twenties,female,Basque
audiomarkdata_eu_39429043.mp3,twenties,female,Basque
audiomarkdata_eu_38992743.mp3,twenties,female,Basque
audiomarkdata_eu_38956085.mp3,twenties,female,Basque
audiomarkdata_eu_39149202.mp3,twenties,female,Basque
audiomarkdata_eu_39441746.mp3,twenties,female,Basque
audiomarkdata_eu_39388763.mp3,twenties,female,Basque
audiomarkdata_eu_38960038.mp3,twenties,female,Basque
audiomarkdata_eu_39199129.mp3,twenties,female,Basque
audiomarkdata_eu_38863008.mp3,twenties,female,Basque
audiomarkdata_eu_21736303.mp3,twenties,female,Basque
audiomarkdata_eu_39437392.mp3,twenties,female,Basque
audiomarkdata_eu_39267636.mp3,twenties,female,Basque
audiomarkdata_eu_38941764.mp3,twenties,female,Basque
audiomarkdata_eu_29095529.mp3,twenties,female,Basque
audiomarkdata_eu_39251321.mp3,twenties,female,Basque
audiomarkdata_eu_38925820.mp3,twenties,female,Basque
audiomarkdata_eu_38780370.mp3,twenties,female,Basque
audiomarkdata_eu_39208002.mp3,twenties,female,Basque
audiomarkdata_eu_39422039.mp3,twenties,female,Basque
audiomarkdata_eu_39260368.mp3,twenties,female,Basque
audiomarkdata_eu_39459363.mp3,twenties,female,Basque
audiomarkdata_eu_39419436.mp3,twenties,female,Basque
audiomarkdata_eu_39432160.mp3,twenties,female,Basque
audiomarkdata_eu_18588585.mp3,twenties,female,Basque
audiomarkdata_eu_39276075.mp3,twenties,female,Basque
audiomarkdata_eu_39275820.mp3,twenties,female,Basque
audiomarkdata_eu_38934423.mp3,twenties,female,Basque
audiomarkdata_eu_39111212.mp3,twenties,female,Basque
audiomarkdata_eu_39395221.mp3,twenties,female,Basque
audiomarkdata_eu_39344204.mp3,twenties,female,Basque
audiomarkdata_eu_21817312.mp3,twenties,female,Basque
audiomarkdata_eu_39370934.mp3,twenties,female,Basque
audiomarkdata_eu_19517061.mp3,twenties,female,Basque
audiomarkdata_eu_38941597.mp3,twenties,female,Basque
audiomarkdata_eu_39257362.mp3,twenties,female,Basque
audiomarkdata_eu_39348039.mp3,twenties,female,Basque
audiomarkdata_eu_39149547.mp3,twenties,female,Basque
audiomarkdata_eu_39441312.mp3,twenties,female,Basque
audiomarkdata_eu_39420821.mp3,twenties,female,Basque
audiomarkdata_eu_39251419.mp3,twenties,female,Basque
audiomarkdata_eu_38957365.mp3,twenties,female,Basque
audiomarkdata_eu_39195242.mp3,twenties,female,Basque
audiomarkdata_eu_39430140.mp3,twenties,female,Basque
audiomarkdata_eu_39095225.mp3,twenties,female,Basque
audiomarkdata_eu_39436929.mp3,twenties,female,Basque
audiomarkdata_eu_39205964.mp3,twenties,female,Basque
audiomarkdata_eu_39545230.mp3,twenties,female,Basque
audiomarkdata_eu_39410020.mp3,twenties,female,Basque
audiomarkdata_eu_21332688.mp3,twenties,female,Basque
audiomarkdata_eu_39187972.mp3,twenties,female,Basque
audiomarkdata_eu_39186756.mp3,twenties,female,Basque
audiomarkdata_eu_39038137.mp3,twenties,female,Basque
audiomarkdata_eu_38957461.mp3,twenties,female,Basque
audiomarkdata_eu_39245999.mp3,twenties,female,Basque
audiomarkdata_eu_39206274.mp3,twenties,female,Basque
audiomarkdata_eu_39283105.mp3,twenties,female,Basque
audiomarkdata_eu_38925361.mp3,twenties,female,Basque
audiomarkdata_eu_39195619.mp3,twenties,female,Basque
audiomarkdata_eu_21836601.mp3,twenties,female,Basque
audiomarkdata_eu_39163857.mp3,twenties,female,Basque
audiomarkdata_eu_39275970.mp3,twenties,female,Basque
audiomarkdata_eu_38922883.mp3,twenties,female,Basque
audiomarkdata_eu_29134573.mp3,twenties,female,Basque
audiomarkdata_eu_38666164.mp3,twenties,female,Basque
audiomarkdata_eu_39450690.mp3,twenties,female,Basque
audiomarkdata_eu_39155113.mp3,twenties,female,Basque
audiomarkdata_eu_21332871.mp3,twenties,female,Basque
audiomarkdata_eu_39267463.mp3,twenties,female,Basque
audiomarkdata_eu_39250082.mp3,twenties,female,Basque
audiomarkdata_eu_39220798.mp3,twenties,female,Basque
audiomarkdata_eu_39337808.mp3,twenties,female,Basque
audiomarkdata_eu_39148800.mp3,twenties,female,Basque
audiomarkdata_eu_39428794.mp3,twenties,female,Basque
audiomarkdata_eu_39291806.mp3,twenties,female,Basque
audiomarkdata_eu_39270786.mp3,twenties,female,Basque
audiomarkdata_eu_39429222.mp3,twenties,female,Basque
audiomarkdata_eu_21754761.mp3,twenties,female,Basque
audiomarkdata_eu_39411200.mp3,twenties,female,Basque
audiomarkdata_eu_39338237.mp3,twenties,female,Basque
audiomarkdata_eu_39248965.mp3,twenties,female,Basque
audiomarkdata_eu_39186098.mp3,twenties,female,Basque
audiomarkdata_eu_39410508.mp3,twenties,female,Basque
audiomarkdata_eu_21661557.mp3,teens,male,Basque
audiomarkdata_eu_39111298.mp3,teens,male,Basque
audiomarkdata_eu_39357784.mp3,teens,male,Basque
audiomarkdata_eu_21661237.mp3,teens,male,Basque
audiomarkdata_eu_38648181.mp3,teens,male,Basque
audiomarkdata_eu_21653799.mp3,teens,male,Basque
audiomarkdata_eu_18795631.mp3,teens,male,Basque
audiomarkdata_eu_38814352.mp3,teens,male,Basque
audiomarkdata_eu_21653716.mp3,teens,male,Basque
audiomarkdata_eu_21631871.mp3,teens,male,Basque
audiomarkdata_eu_39340083.mp3,teens,male,Basque
audiomarkdata_eu_38617100.mp3,teens,male,Basque
audiomarkdata_eu_38809495.mp3,teens,male,Basque
audiomarkdata_eu_39426171.mp3,teens,male,Basque
audiomarkdata_eu_21653758.mp3,teens,male,Basque
audiomarkdata_eu_21653925.mp3,teens,male,Basque
audiomarkdata_eu_21661377.mp3,teens,male,Basque
audiomarkdata_eu_21660955.mp3,teens,male,Basque
audiomarkdata_eu_38617182.mp3,teens,male,Basque
audiomarkdata_eu_21660735.mp3,teens,male,Basque
audiomarkdata_eu_21661178.mp3,teens,male,Basque
audiomarkdata_eu_21631899.mp3,teens,male,Basque
audiomarkdata_eu_39429517.mp3,teens,male,Basque
audiomarkdata_eu_21653604.mp3,teens,male,Basque
audiomarkdata_eu_38816699.mp3,teens,male,Basque
audiomarkdata_eu_38617118.mp3,teens,male,Basque
audiomarkdata_eu_38813963.mp3,teens,male,Basque
audiomarkdata_eu_21653791.mp3,teens,male,Basque
audiomarkdata_eu_21660470.mp3,teens,male,Basque
audiomarkdata_eu_38666598.mp3,teens,male,Basque
audiomarkdata_eu_21653911.mp3,teens,male,Basque
audiomarkdata_eu_21660652.mp3,teens,male,Basque
audiomarkdata_eu_38738616.mp3,teens,male,Basque
audiomarkdata_eu_38772429.mp3,teens,male,Basque
audiomarkdata_eu_38615127.mp3,teens,male,Basque
audiomarkdata_eu_39216434.mp3,teens,male,Basque
audiomarkdata_eu_39247280.mp3,teens,male,Basque
audiomarkdata_eu_38614987.mp3,teens,male,Basque
audiomarkdata_eu_38772455.mp3,teens,male,Basque
audiomarkdata_eu_39107294.mp3,teens,male,Basque
audiomarkdata_eu_38813964.mp3,teens,male,Basque
audiomarkdata_eu_38772443.mp3,teens,male,Basque
audiomarkdata_eu_38614867.mp3,teens,male,Basque
audiomarkdata_eu_27729520.mp3,teens,male,Basque
audiomarkdata_eu_21631729.mp3,teens,male,Basque
audiomarkdata_eu_38762254.mp3,teens,male,Basque
audiomarkdata_eu_21631807.mp3,teens,male,Basque
audiomarkdata_eu_38816576.mp3,teens,male,Basque
audiomarkdata_eu_39107368.mp3,teens,male,Basque
audiomarkdata_eu_39111280.mp3,teens,male,Basque
audiomarkdata_eu_38718415.mp3,teens,male,Basque
audiomarkdata_eu_38819718.mp3,teens,male,Basque
audiomarkdata_eu_21653832.mp3,teens,male,Basque
audiomarkdata_eu_38617168.mp3,teens,male,Basque
audiomarkdata_eu_21653998.mp3,teens,male,Basque
audiomarkdata_eu_38718411.mp3,teens,male,Basque
audiomarkdata_eu_39107343.mp3,teens,male,Basque
audiomarkdata_eu_39111283.mp3,teens,male,Basque
audiomarkdata_eu_27729519.mp3,teens,male,Basque
audiomarkdata_eu_38614961.mp3,teens,male,Basque
audiomarkdata_eu_21653607.mp3,teens,male,Basque
audiomarkdata_eu_21661334.mp3,teens,male,Basque
audiomarkdata_eu_21631617.mp3,teens,male,Basque
audiomarkdata_eu_21661463.mp3,teens,male,Basque
audiomarkdata_eu_21653528.mp3,teens,male,Basque
audiomarkdata_eu_38814115.mp3,teens,male,Basque
audiomarkdata_eu_38816663.mp3,teens,male,Basque
audiomarkdata_eu_38801879.mp3,teens,male,Basque
audiomarkdata_eu_21653878.mp3,teens,male,Basque
audiomarkdata_eu_21660475.mp3,teens,male,Basque
audiomarkdata_eu_21651112.mp3,teens,male,Basque
audiomarkdata_eu_38816630.mp3,teens,male,Basque
audiomarkdata_eu_21661266.mp3,teens,male,Basque
audiomarkdata_eu_21653961.mp3,teens,male,Basque
audiomarkdata_eu_38614971.mp3,teens,male,Basque
audiomarkdata_eu_38800448.mp3,teens,male,Basque
audiomarkdata_eu_21653966.mp3,teens,male,Basque
audiomarkdata_eu_38609864.mp3,teens,male,Basque
audiomarkdata_eu_21653701.mp3,teens,male,Basque
audiomarkdata_eu_38772442.mp3,teens,male,Basque
audiomarkdata_eu_38809513.mp3,teens,male,Basque
audiomarkdata_eu_39426127.mp3,teens,male,Basque
audiomarkdata_eu_38814388.mp3,teens,male,Basque
audiomarkdata_eu_39426207.mp3,teens,male,Basque
audiomarkdata_eu_39137286.mp3,teens,male,Basque
audiomarkdata_eu_21661319.mp3,teens,male,Basque
audiomarkdata_eu_39224730.mp3,teens,male,Basque
audiomarkdata_eu_39107337.mp3,teens,male,Basque
audiomarkdata_eu_21661395.mp3,teens,male,Basque
audiomarkdata_eu_21653714.mp3,teens,male,Basque
audiomarkdata_eu_38814409.mp3,teens,male,Basque
audiomarkdata_eu_38814074.mp3,teens,male,Basque
audiomarkdata_eu_38814090.mp3,teens,male,Basque
audiomarkdata_eu_21661559.mp3,teens,male,Basque
audiomarkdata_eu_21661352.mp3,teens,male,Basque
audiomarkdata_eu_21653671.mp3,teens,male,Basque
audiomarkdata_eu_21661276.mp3,teens,male,Basque
audiomarkdata_eu_38772454.mp3,teens,male,Basque
audiomarkdata_eu_21653926.mp3,teens,male,Basque
audiomarkdata_eu_38617147.mp3,teens,male,Basque
audiomarkdata_eu_21771880.mp3,twenties,male,Basque
audiomarkdata_eu_38639367.mp3,twenties,male,Basque
audiomarkdata_eu_38765337.mp3,twenties,male,Basque
audiomarkdata_eu_38961601.mp3,twenties,male,Basque
audiomarkdata_eu_39500789.mp3,twenties,male,Basque
audiomarkdata_eu_39455075.mp3,twenties,male,Basque
audiomarkdata_eu_39449624.mp3,twenties,male,Basque
audiomarkdata_eu_39510809.mp3,twenties,male,Basque
audiomarkdata_eu_38981439.mp3,twenties,male,Basque
audiomarkdata_eu_18929891.mp3,twenties,male,Basque
audiomarkdata_eu_21848772.mp3,twenties,male,Basque
audiomarkdata_eu_18962754.mp3,twenties,male,Basque
audiomarkdata_eu_39029291.mp3,twenties,male,Basque
audiomarkdata_eu_39116090.mp3,twenties,male,Basque
audiomarkdata_eu_39288490.mp3,twenties,male,Basque
audiomarkdata_eu_21806188.mp3,twenties,male,Basque
audiomarkdata_eu_21835294.mp3,twenties,male,Basque
audiomarkdata_eu_39502932.mp3,twenties,male,Basque
audiomarkdata_eu_19517316.mp3,twenties,male,Basque
audiomarkdata_eu_39543632.mp3,twenties,male,Basque
audiomarkdata_eu_21848519.mp3,twenties,male,Basque
audiomarkdata_eu_18783706.mp3,twenties,male,Basque
audiomarkdata_eu_29067032.mp3,twenties,male,Basque
audiomarkdata_eu_21101178.mp3,twenties,male,Basque
audiomarkdata_eu_39523433.mp3,twenties,male,Basque
audiomarkdata_eu_38978203.mp3,twenties,male,Basque
audiomarkdata_eu_21524776.mp3,twenties,male,Basque
audiomarkdata_eu_38979668.mp3,twenties,male,Basque
audiomarkdata_eu_18786274.mp3,twenties,male,Basque
audiomarkdata_eu_38977152.mp3,twenties,male,Basque
audiomarkdata_eu_39174021.mp3,twenties,male,Basque
audiomarkdata_eu_38981510.mp3,twenties,male,Basque
audiomarkdata_eu_39359950.mp3,twenties,male,Basque
audiomarkdata_eu_19517312.mp3,twenties,male,Basque
audiomarkdata_eu_38981335.mp3,twenties,male,Basque
audiomarkdata_eu_21801487.mp3,twenties,male,Basque
audiomarkdata_eu_39136624.mp3,twenties,male,Basque
audiomarkdata_eu_39135868.mp3,twenties,male,Basque
audiomarkdata_eu_39501434.mp3,twenties,male,Basque
audiomarkdata_eu_39174017.mp3,twenties,male,Basque
audiomarkdata_eu_38720110.mp3,twenties,male,Basque
audiomarkdata_eu_38976307.mp3,twenties,male,Basque
audiomarkdata_eu_38789569.mp3,twenties,male,Basque
audiomarkdata_eu_38977273.mp3,twenties,male,Basque
audiomarkdata_eu_18815873.mp3,twenties,male,Basque
audiomarkdata_eu_38980149.mp3,twenties,male,Basque
audiomarkdata_eu_21813048.mp3,twenties,male,Basque
audiomarkdata_eu_39463558.mp3,twenties,male,Basque
audiomarkdata_eu_21703387.mp3,twenties,male,Basque
audiomarkdata_eu_38977517.mp3,twenties,male,Basque
audiomarkdata_eu_21688523.mp3,twenties,male,Basque
audiomarkdata_eu_38977518.mp3,twenties,male,Basque
audiomarkdata_eu_38961623.mp3,twenties,male,Basque
audiomarkdata_eu_21806843.mp3,twenties,male,Basque
audiomarkdata_eu_21836325.mp3,twenties,male,Basque
audiomarkdata_eu_21812630.mp3,twenties,male,Basque
audiomarkdata_eu_39523128.mp3,twenties,male,Basque
audiomarkdata_eu_39271690.mp3,twenties,male,Basque
audiomarkdata_eu_21824695.mp3,twenties,male,Basque
audiomarkdata_eu_38979423.mp3,twenties,male,Basque
audiomarkdata_eu_24604610.mp3,twenties,male,Basque
audiomarkdata_eu_38832110.mp3,twenties,male,Basque
audiomarkdata_eu_21511137.mp3,twenties,male,Basque
audiomarkdata_eu_39504449.mp3,twenties,male,Basque
audiomarkdata_eu_38705818.mp3,twenties,male,Basque
audiomarkdata_eu_39522749.mp3,twenties,male,Basque
audiomarkdata_eu_21824862.mp3,twenties,male,Basque
audiomarkdata_eu_19572635.mp3,twenties,male,Basque
audiomarkdata_eu_21676544.mp3,twenties,male,Basque
audiomarkdata_eu_21838240.mp3,twenties,male,Basque
audiomarkdata_eu_21511138.mp3,twenties,male,Basque
audiomarkdata_eu_39521167.mp3,twenties,male,Basque
audiomarkdata_eu_39522398.mp3,twenties,male,Basque
audiomarkdata_eu_21848963.mp3,twenties,male,Basque
audiomarkdata_eu_21768978.mp3,twenties,male,Basque
audiomarkdata_eu_38976573.mp3,twenties,male,Basque
audiomarkdata_eu_38961639.mp3,twenties,male,Basque
audiomarkdata_eu_21653179.mp3,twenties,male,Basque
audiomarkdata_eu_24604578.mp3,twenties,male,Basque
audiomarkdata_eu_21508724.mp3,twenties,male,Basque
audiomarkdata_eu_38774396.mp3,twenties,male,Basque
audiomarkdata_eu_38978939.mp3,twenties,male,Basque
audiomarkdata_eu_39527843.mp3,twenties,male,Basque
audiomarkdata_eu_18957714.mp3,twenties,male,Basque
audiomarkdata_eu_38979938.mp3,twenties,male,Basque
audiomarkdata_eu_38797107.mp3,twenties,male,Basque
audiomarkdata_eu_39282166.mp3,twenties,male,Basque
audiomarkdata_eu_39350672.mp3,twenties,male,Basque
audiomarkdata_eu_39325392.mp3,twenties,male,Basque
audiomarkdata_eu_21819609.mp3,twenties,male,Basque
audiomarkdata_eu_21773081.mp3,twenties,male,Basque
audiomarkdata_eu_38736828.mp3,twenties,male,Basque
audiomarkdata_eu_39308132.mp3,twenties,male,Basque
audiomarkdata_eu_29066868.mp3,twenties,male,Basque
audiomarkdata_eu_38976613.mp3,twenties,male,Basque
audiomarkdata_eu_38712465.mp3,twenties,male,Basque
audiomarkdata_eu_20811461.mp3,twenties,male,Basque
audiomarkdata_eu_24317192.mp3,twenties,male,Basque
audiomarkdata_eu_39263539.mp3,twenties,male,Basque
audiomarkdata_eu_39465034.mp3,twenties,male,Basque
audiomarkdata_eu_39360258.mp3,fourties,female,Basque
audiomarkdata_eu_39364555.mp3,fourties,female,Basque
audiomarkdata_eu_39550550.mp3,fourties,female,Basque
audiomarkdata_eu_29839419.mp3,fourties,female,Basque
audiomarkdata_eu_39261068.mp3,fourties,female,Basque
audiomarkdata_eu_39339064.mp3,fourties,female,Basque
audiomarkdata_eu_39551669.mp3,fourties,female,Basque
audiomarkdata_eu_38976191.mp3,fourties,female,Basque
audiomarkdata_eu_39545772.mp3,fourties,female,Basque
audiomarkdata_eu_39286658.mp3,fourties,female,Basque
audiomarkdata_eu_39134158.mp3,fourties,female,Basque
audiomarkdata_eu_39329689.mp3,fourties,female,Basque
audiomarkdata_eu_39475081.mp3,fourties,female,Basque
audiomarkdata_eu_39343928.mp3,fourties,female,Basque
audiomarkdata_eu_39456752.mp3,fourties,female,Basque
audiomarkdata_eu_39408824.mp3,fourties,female,Basque
audiomarkdata_eu_39540651.mp3,fourties,female,Basque
audiomarkdata_eu_39364394.mp3,fourties,female,Basque
audiomarkdata_eu_39448850.mp3,fourties,female,Basque
audiomarkdata_eu_39375135.mp3,fourties,female,Basque
audiomarkdata_eu_39375108.mp3,fourties,female,Basque
audiomarkdata_eu_39473303.mp3,fourties,female,Basque
audiomarkdata_eu_39347459.mp3,fourties,female,Basque
audiomarkdata_eu_39389644.mp3,fourties,female,Basque
audiomarkdata_eu_39403667.mp3,fourties,female,Basque
audiomarkdata_eu_39403713.mp3,fourties,female,Basque
audiomarkdata_eu_39124275.mp3,fourties,female,Basque
audiomarkdata_eu_39409033.mp3,fourties,female,Basque
audiomarkdata_eu_39286516.mp3,fourties,female,Basque
audiomarkdata_eu_39536219.mp3,fourties,female,Basque
audiomarkdata_eu_39329647.mp3,fourties,female,Basque
audiomarkdata_eu_39359802.mp3,fourties,female,Basque
audiomarkdata_eu_39365227.mp3,fourties,female,Basque
audiomarkdata_eu_39286705.mp3,fourties,female,Basque
audiomarkdata_eu_38976743.mp3,fourties,female,Basque
audiomarkdata_eu_21669445.mp3,fourties,female,Basque
audiomarkdata_eu_39536589.mp3,fourties,female,Basque
audiomarkdata_eu_39339242.mp3,fourties,female,Basque
audiomarkdata_eu_39381586.mp3,fourties,female,Basque
audiomarkdata_eu_39403311.mp3,fourties,female,Basque
audiomarkdata_eu_39449950.mp3,fourties,female,Basque
audiomarkdata_eu_39054651.mp3,fourties,female,Basque
audiomarkdata_eu_39389621.mp3,fourties,female,Basque
audiomarkdata_eu_39350561.mp3,fourties,female,Basque
audiomarkdata_eu_39364578.mp3,fourties,female,Basque
audiomarkdata_eu_39543814.mp3,fourties,female,Basque
audiomarkdata_eu_39520405.mp3,fourties,female,Basque
audiomarkdata_eu_39403745.mp3,fourties,female,Basque
audiomarkdata_eu_39291713.mp3,fourties,female,Basque
audiomarkdata_eu_39328975.mp3,fourties,female,Basque
audiomarkdata_eu_39536752.mp3,fourties,female,Basque
audiomarkdata_eu_39394775.mp3,fourties,female,Basque
audiomarkdata_eu_39365678.mp3,fourties,female,Basque
audiomarkdata_eu_38086336.mp3,fourties,female,Basque
audiomarkdata_eu_39177886.mp3,fourties,female,Basque
audiomarkdata_eu_39312471.mp3,fourties,female,Basque
audiomarkdata_eu_39351027.mp3,fourties,female,Basque
audiomarkdata_eu_39572363.mp3,fourties,female,Basque
audiomarkdata_eu_39330261.mp3,fourties,female,Basque
audiomarkdata_eu_39253081.mp3,fourties,female,Basque
audiomarkdata_eu_39403593.mp3,fourties,female,Basque
audiomarkdata_eu_39395154.mp3,fourties,female,Basque
audiomarkdata_eu_38721756.mp3,fourties,female,Basque
audiomarkdata_eu_39286109.mp3,fourties,female,Basque
audiomarkdata_eu_39343930.mp3,fourties,female,Basque
audiomarkdata_eu_39454774.mp3,fourties,female,Basque
audiomarkdata_eu_38796154.mp3,fourties,female,Basque
audiomarkdata_eu_39377232.mp3,fourties,female,Basque
audiomarkdata_eu_39458100.mp3,fourties,female,Basque
audiomarkdata_eu_39330139.mp3,fourties,female,Basque
audiomarkdata_eu_39346240.mp3,fourties,female,Basque
audiomarkdata_eu_38796267.mp3,fourties,female,Basque
audiomarkdata_eu_39475031.mp3,fourties,female,Basque
audiomarkdata_eu_39364385.mp3,fourties,female,Basque
audiomarkdata_eu_39539789.mp3,fourties,female,Basque
audiomarkdata_eu_38808641.mp3,fourties,female,Basque
audiomarkdata_eu_39350571.mp3,fourties,female,Basque
audiomarkdata_eu_39343439.mp3,fourties,female,Basque
audiomarkdata_eu_39475970.mp3,fourties,female,Basque
audiomarkdata_eu_39375399.mp3,fourties,female,Basque
audiomarkdata_eu_39448680.mp3,fourties,female,Basque
audiomarkdata_eu_39278020.mp3,fourties,female,Basque
audiomarkdata_eu_29960013.mp3,fourties,female,Basque
audiomarkdata_eu_39528746.mp3,fourties,female,Basque
audiomarkdata_eu_39364548.mp3,fourties,female,Basque
audiomarkdata_eu_39393613.mp3,fourties,female,Basque
audiomarkdata_eu_37970193.mp3,fourties,female,Basque
audiomarkdata_eu_39287926.mp3,fourties,female,Basque
audiomarkdata_eu_39350328.mp3,fourties,female,Basque
